car_age,km_driven,price_new,accident_count,door_count,fuel,transmission,timestamp
8,114450,38735,3,5,0,0,58:24.0
8,50069,33260,3,3,2,1,58:57.6
9,83945,27782,3,3,2,1,59:31.2
10,90261,29332,2,4,2,1,00:04.8
18,141277,42477,4,5,0,0,00:38.4
7,71504,35434,2,4,2,1,01:12.0
5,64866,31711,1,4,2,1,01:45.6
5,77020,37680,2,4,2,1,02:19.2
1,12908,26455,1,2,1,1,02:52.8
19,164924,37389,3,5,0,0,03:26.4
7,86927,29132,4,4,0,1,04:00.0
11,119926,33002,4,4,0,0,04:33.6
14,126478,38814,4,5,0,0,05:07.2
8,96575,33725,3,4,2,1,05:40.8
10,101067,30543,2,4,2,1,06:14.4
8,59070,25386,1,3,2,1,06:48.0
4,30909,25958,1,3,1,1,07:21.6
18,78002,31384,3,4,2,1,07:55.2
16,117046,31573,4,4,0,0,08:28.8
15,99260,35730,1,5,2,0,09:02.4
11,126953,33844,1,5,0,1,09:36.0
1,36349,32403,1,4,2,1,10:09.6
16,128092,30134,3,4,0,1,10:43.2
7,88541,32775,1,4,2,1,11:16.8
6,51943,28973,1,3,1,1,11:50.4
10,85277,32766,2,4,2,1,12:24.0
10,70814,25162,1,4,2,1,12:57.6
16,150843,43310,5,5,0,0,13:31.2
3,16229,21087,1,3,1,1,14:04.8
7,106035,31924,1,4,2,1,14:38.4
8,61498,26747,1,3,1,1,15:12.0
13,119938,38546,3,5,2,1,15:45.6
1,17869,25638,1,2,1,1,16:19.2
13,144785,34154,3,5,0,0,16:52.8
20,160861,33627,4,5,0,0,17:26.4
3,13910,19994,1,2,1,1,18:00.0
19,155870,37651,3,5,0,0,18:33.6
5,53827,26625,1,3,2,1,19:07.2
18,167811,34703,3,5,0,0,19:40.8
11,134668,29956,2,5,0,1,20:14.4
5,23117,20927,1,2,1,1,20:48.0
6,76625,31138,3,3,0,1,21:21.6
4,39070,24034,1,3,1,1,21:55.2
5,58132,30285,1,3,2,1,22:28.8
14,124321,43616,4,5,0,0,23:02.4
10,46024,30979,1,4,1,1,23:36.0
6,110475,34854,2,4,0,0,24:09.6
6,82333,32495,1,4,2,1,24:43.2
20,177784,42723,5,5,0,0,25:16.8
2,53973,28114,2,3,2,1,25:50.4
10,100423,31850,3,4,2,1,26:24.0
8,99175,29468,3,4,0,1,26:57.6
6,57898,34156,2,3,1,1,27:31.2
10,72482,27837,3,3,2,1,28:04.8
20,173143,36814,5,5,0,0,28:38.4
10,128316,26732,1,5,2,1,29:12.0
20,160078,34387,3,5,0,0,29:45.6
4,24780,24023,1,3,1,1,30:19.2
20,160941,42304,5,5,0,0,30:52.8
1,28189,23597,1,2,1,1,31:26.4
18,119427,32903,2,5,0,0,32:00.0
12,180800,42683,5,5,0,0,32:33.6
11,91654,34804,2,5,2,1,33:07.2
8,66808,27940,1,4,1,1,33:40.8
13,128020,40938,4,5,0,0,34:14.4
5,90948,34807,4,3,0,1,34:48.0
12,120077,33244,4,4,0,0,35:21.6
11,94156,28622,1,4,1,1,35:55.2
13,78383,23073,1,3,2,1,36:28.8
12,124996,35005,5,4,0,0,37:02.4
9,60716,28369,1,4,2,1,37:36.0
14,111194,39890,2,5,2,0,38:09.6
9,105472,36029,2,5,2,1,38:43.2
18,161682,42727,4,5,0,0,39:16.8
6,21907,23872,1,3,1,1,39:50.4
12,151057,43244,5,5,0,0,40:24.0
11,109328,31599,2,4,2,1,40:57.6
20,191854,40488,5,5,0,0,41:31.2
3,39638,35999,1,4,2,1,42:04.8
7,62852,33470,1,4,1,1,42:38.4
7,65950,30324,2,3,2,1,43:12.0
19,169163,36792,5,5,0,0,43:45.6
13,109331,37328,3,5,0,0,44:19.2
4,74724,20615,2,2,0,1,44:52.8
8,107212,34357,5,3,0,0,45:26.4
8,92924,27669,4,3,0,1,46:00.0
20,179053,45493,5,5,0,0,46:33.6
4,59773,22648,2,3,2,1,47:07.2
11,108606,37955,3,5,0,0,47:40.8
13,152019,34581,2,5,0,0,48:14.4
19,145083,33765,4,5,0,0,48:48.0
13,156625,42919,3,5,0,0,49:21.6
2,61488,35019,2,4,2,1,49:55.2
12,92056,31871,4,3,0,0,50:28.8
5,26372,20484,1,3,1,1,51:02.4
3,36418,21338,1,3,1,1,51:36.0
20,162036,35625,5,4,0,0,52:09.6
9,113251,33510,2,4,0,1,52:43.2
20,84725,19494,1,2,1,1,53:16.8
9,133958,36373,3,5,0,0,53:50.4
3,76881,32953,2,3,0,1,54:24.0
15,125015,35496,2,5,0,0,54:57.6
11,121603,37096,3,5,2,0,55:31.2
18,110873,34238,3,5,2,1,56:04.8
10,133354,38082,4,5,0,0,56:38.4
9,148655,38088,4,5,0,0,57:12.0
12,112657,39095,3,5,0,0,57:45.6
9,113233,38017,2,5,2,1,58:19.2
11,96487,35663,3,4,0,0,58:52.8
11,89270,31928,2,4,2,1,59:26.4
8,83528,31204,1,5,2,1,00:00.0
5,74350,24075,1,3,2,1,00:33.6
7,115286,34507,3,5,0,1,01:07.2
19,107002,33070,2,5,2,0,01:40.8
8,124917,33308,4,4,0,0,02:14.4
20,191917,45797,5,5,0,0,02:48.0
3,26050,21157,1,2,1,1,03:21.6
20,179003,36211,4,5,0,0,03:55.2
17,129980,38378,5,5,0,0,04:28.8
3,39365,23232,1,3,2,1,05:02.4
14,77555,31986,3,4,2,1,05:36.0
4,32658,30343,1,3,1,1,06:09.6
11,122939,38204,3,5,0,0,06:43.2
10,126111,29528,2,4,2,1,07:16.8
15,155765,39046,4,5,0,0,07:50.4
1,16116,19672,1,2,2,1,08:24.0
18,66468,25323,2,3,1,1,08:57.6
3,33613,22571,1,3,2,1,09:31.2
16,106981,40658,2,5,2,0,10:04.8
8,80354,30008,1,4,2,1,10:38.4
5,67049,36002,3,4,0,1,11:12.0
12,107625,39264,3,5,2,0,11:45.6
2,43844,26944,2,3,2,1,12:19.2
9,74075,36624,2,5,2,1,12:52.8
19,139982,37393,3,5,0,0,13:26.4
9,49894,25212,1,3,2,1,14:00.0
1,21311,26544,1,3,1,1,14:33.6
9,113059,37652,5,5,2,1,15:07.2
9,77843,25534,2,3,2,1,15:40.8
9,141707,38483,4,5,0,0,16:14.4
16,144580,42427,4,5,0,0,16:48.0
13,64316,27305,1,3,1,1,17:21.6
18,93836,32155,2,4,2,0,17:55.2
11,80383,27250,3,3,2,1,18:28.8
9,32313,25238,1,3,1,1,19:02.4
13,104445,34979,3,4,2,1,19:36.0
19,156669,40167,4,5,0,0,20:09.6
13,138764,33014,1,5,2,0,20:43.2
3,58842,32599,3,4,2,1,21:16.8
5,27753,28054,1,3,2,1,21:50.4
2,18459,25817,1,3,1,1,22:24.0
11,114271,26712,3,4,0,1,22:57.6
10,86866,34413,2,5,0,0,23:31.2
16,138607,32187,5,4,0,0,24:04.8
14,146564,41546,5,5,0,0,24:38.4
10,127976,29728,3,4,0,0,25:12.0
9,98844,25841,1,3,2,1,25:45.6
7,86901,30248,1,3,2,1,26:19.2
9,58696,23781,1,3,2,1,26:52.8
9,70171,26899,2,4,2,1,27:26.4
14,177787,44129,5,5,0,0,28:00.0
12,92400,35136,3,4,2,0,28:33.6
10,66620,23411,1,3,1,1,29:07.2
20,158895,30966,4,4,0,0,29:40.8
11,44876,23164,1,2,1,1,30:14.4
5,106214,36850,3,5,0,1,30:48.0
17,156149,40653,4,5,0,0,31:21.6
2,35073,28227,1,3,1,1,31:55.2
18,139187,34191,2,5,0,0,32:28.8
4,23834,22302,1,2,1,1,33:02.4
18,140679,24928,3,4,0,0,33:36.0
7,100516,33679,5,3,0,1,34:09.6
5,37937,24056,1,3,1,1,34:43.2
20,150445,36148,3,5,0,0,35:16.8
18,170338,43897,4,5,0,0,35:50.4
1,8659,19364,1,2,2,1,36:24.0
11,76612,36033,1,5,2,1,36:57.6
13,76596,30427,1,5,2,1,37:31.2
10,163722,42848,4,5,0,0,38:04.8
20,185977,39284,5,5,0,0,38:38.4
3,34433,29950,1,3,2,1,39:12.0
3,86413,38539,1,5,2,1,39:45.6
19,147946,36173,4,5,0,0,40:19.2
11,120992,29897,2,4,2,1,40:52.8
17,126260,27411,4,3,0,1,41:26.4
9,115810,34446,3,4,0,0,42:00.0
4,63379,35737,4,4,2,1,42:33.6
8,53846,29824,1,4,1,1,43:07.2
2,36932,22399,1,3,1,1,43:40.8
14,111828,39608,3,5,0,0,44:14.4
19,153482,42194,4,5,0,0,44:48.0
8,69421,26524,3,3,2,1,45:21.6
14,124027,28920,4,3,0,0,45:55.2
14,165392,39374,5,5,0,0,46:28.8
3,42861,28426,1,3,2,1,47:02.4
13,161807,43391,5,5,0,0,47:36.0
16,173181,39175,5,5,0,0,48:09.6
10,110042,28574,4,4,0,1,48:43.2
18,127057,36991,5,4,0,0,49:16.8
14,130006,39072,3,5,0,0,49:50.4
10,38908,29844,1,3,1,1,50:24.0
4,63693,36165,3,4,2,1,50:57.6
18,181968,41345,5,5,0,0,51:31.2
4,54320,31725,4,3,0,1,52:04.8
12,106891,35001,4,4,0,1,52:38.4
6,67806,26195,1,3,2,1,53:12.0
18,177363,41075,5,5,0,0,53:45.6
5,96070,35338,3,4,0,1,54:19.2
4,49799,26962,1,3,2,1,54:52.8
11,113240,34915,2,5,0,0,55:26.4
5,56803,28044,1,3,1,1,56:00.0
16,156105,38840,3,5,0,0,56:33.6
17,91431,23585,3,3,2,1,57:07.2
16,129336,34025,3,5,0,0,57:40.8
19,152761,30630,4,5,0,0,58:14.4
3,25496,20908,1,2,1,1,58:48.0
3,60084,24791,1,3,2,1,59:21.6
15,159733,41779,5,5,0,0,59:55.2
19,164725,33835,5,5,0,0,00:28.8
16,107540,34741,4,4,2,1,01:02.4
16,105437,36064,2,5,2,1,01:36.0
19,136296,38292,4,5,0,0,02:09.6
6,111218,41434,3,5,0,0,02:43.2
5,51322,22550,1,3,2,1,03:16.8
7,51291,29319,1,4,1,1,03:50.4
9,124308,39399,3,5,0,0,04:24.0
7,53236,21604,2,2,2,1,04:57.6
19,155990,37430,2,5,0,0,05:31.2
11,66760,21888,1,3,2,1,06:04.8
19,160795,33890,3,5,0,0,06:38.4
13,144912,36637,5,4,0,1,07:12.0
11,31686,21592,1,3,1,1,07:45.6
12,117224,40491,1,5,2,0,08:19.2
5,54278,26885,1,3,1,1,08:52.8
16,102048,30956,4,4,0,1,09:26.4
2,40112,34908,1,4,2,1,10:00.0
5,19138,24160,1,3,1,1,10:33.6
10,91834,30069,3,3,2,1,11:07.2
3,62533,19818,1,2,2,1,11:40.8
5,50591,31661,1,4,2,1,12:14.4
20,163221,29272,4,5,0,0,12:48.0
14,132473,30915,3,5,0,1,13:21.6
20,143641,31166,4,4,0,0,13:55.2
10,116930,38171,3,5,0,0,14:28.8
10,77672,23800,3,3,0,1,15:02.4
15,157546,40078,4,5,0,0,15:36.0
10,39887,22146,1,3,1,1,16:09.6
2,10699,17542,1,2,1,1,16:43.2
17,116787,36430,3,5,2,0,17:16.8
6,39716,28549,1,4,1,1,17:50.4
9,74168,27429,2,4,2,1,18:24.0
18,167659,39153,4,5,0,0,18:57.6
10,100442,38007,1,5,2,0,19:31.2
3,39048,28879,1,3,2,1,20:04.8
10,138959,34081,3,5,0,0,20:38.4
5,44069,30145,2,3,2,1,21:12.0
15,116320,37340,4,5,0,0,21:45.6
17,145502,32674,3,5,0,1,22:19.2
9,72952,32150,1,4,2,1,22:52.8
2,11837,20651,1,2,1,1,23:26.4
8,48366,25013,1,3,1,1,24:00.0
10,60726,25589,1,3,2,1,24:33.6
8,69394,31605,2,4,2,1,25:07.2
9,119464,32372,3,5,0,0,25:40.8
7,53749,25286,2,3,0,1,26:14.4
18,131724,30914,4,4,0,0,26:48.0
10,104913,22072,2,3,0,1,27:21.6
17,112338,34509,2,5,2,0,27:55.2
20,188438,44391,4,5,0,0,28:28.8
20,177885,36835,5,5,0,0,29:02.4
4,22572,27010,1,3,1,1,29:36.0
1,68875,30015,1,4,2,1,30:09.6
6,129667,39041,4,5,0,0,30:43.2
6,36976,29655,1,4,1,1,31:16.8
8,101583,35801,4,4,0,1,31:50.4
14,148679,40798,3,5,0,0,32:24.0
14,102616,35489,1,5,2,0,32:57.6
5,68111,37306,1,5,2,1,33:31.2
6,94353,29307,2,4,2,1,34:04.8
8,92284,30360,3,3,0,1,34:38.4
11,145965,43337,5,5,0,0,35:12.0
4,66121,22828,2,3,0,1,35:45.6
16,130153,30562,3,4,0,0,36:19.2
19,134804,42458,4,5,2,0,36:52.8
12,132671,31622,4,4,0,1,37:26.4
16,143372,41718,4,5,0,0,38:00.0
9,110687,40683,3,5,2,0,38:33.6
4,38574,21264,1,2,2,1,39:07.2
11,86259,41779,4,4,2,0,39:40.8
6,98237,33271,4,4,2,1,40:14.4
6,32543,26980,1,3,1,1,40:48.0
8,118142,37522,5,5,0,0,41:21.6
2,11545,21669,1,2,1,1,41:55.2
18,148985,37564,4,5,0,0,42:28.8
7,83587,35958,2,4,0,1,43:02.4
3,32144,22534,1,3,2,1,43:36.0
12,134315,40921,1,5,2,0,44:09.6
5,24851,21587,1,3,1,1,44:43.2
7,76228,30482,2,4,2,1,45:16.8
11,58085,21718,1,3,1,1,45:50.4
19,121986,28707,3,4,0,0,46:24.0
9,38892,21526,1,3,2,1,46:57.6
10,94697,27619,3,3,0,1,47:31.2
5,65949,31043,2,3,2,1,48:04.8
10,63520,28728,1,5,1,1,48:38.4
6,46324,35928,2,4,2,1,49:12.0
11,115514,38421,2,5,2,0,49:45.6
10,80280,31093,2,4,2,1,50:19.2
19,135316,29020,4,4,2,1,50:52.8
4,92509,33328,2,4,0,1,51:26.4
7,95551,32318,3,4,0,1,52:00.0
2,64732,32962,3,3,0,1,52:33.6
13,155483,34653,4,5,0,0,53:07.2
14,77666,28978,1,4,2,1,53:40.8
11,105262,35566,1,5,2,1,54:14.4
14,55671,24305,1,3,2,1,54:48.0
19,169312,42107,4,5,0,0,55:21.6
20,177529,40406,4,5,0,0,55:55.2
18,150196,40151,4,5,0,0,56:28.8
8,72447,28309,2,3,0,1,57:02.4
15,141262,35939,4,5,0,0,57:36.0
19,159859,39998,4,5,0,0,58:09.6
19,159478,43693,4,5,0,0,58:43.2
9,126100,29798,2,4,0,1,59:16.8
18,142817,36982,2,5,0,0,59:50.4
11,71638,30945,2,3,2,1,00:24.0
15,100439,37237,2,5,0,0,00:57.6
4,41408,23004,1,2,2,1,01:31.2
15,148956,35373,3,5,0,0,02:04.8
1,38845,23736,1,3,2,1,02:38.4
4,32333,22136,1,2,1,1,03:12.0
16,121909,31516,3,5,0,1,03:45.6
17,67253,23029,1,3,2,1,04:19.2
10,136016,34262,4,4,0,1,04:52.8
10,93889,27895,1,4,2,1,05:26.4
3,50218,27307,2,3,2,1,06:00.0
8,128210,38215,3,5,0,0,06:33.6
5,86029,32009,3,4,2,1,07:07.2
8,95449,29352,2,4,0,1,07:40.8
2,28174,24412,1,2,2,1,08:14.4
11,148517,35909,4,4,0,0,08:48.0
13,118805,31861,1,4,0,1,09:21.6
19,148668,43012,4,5,0,0,09:55.2
14,111327,31182,3,4,0,1,10:28.8
7,45631,37658,2,4,1,1,11:02.4
13,70496,26803,1,4,1,1,11:36.0
11,144621,41081,5,5,0,0,12:09.6
20,186306,38389,5,5,0,0,12:43.2
4,108009,38678,2,5,2,0,13:16.8
17,119095,26234,2,4,2,1,13:50.4
10,128235,36001,3,5,0,0,14:24.0
10,107080,31398,4,4,0,1,14:57.6
20,114251,26398,2,4,2,1,15:31.2
12,100743,35993,2,5,2,1,16:04.8
8,56059,26679,1,3,1,1,16:38.4
7,55637,30289,1,4,1,1,17:12.0
20,188062,42783,5,5,0,0,17:45.6
12,61657,29029,1,4,2,1,18:19.2
8,69330,27981,1,3,2,1,18:52.8
10,38672,23948,1,3,2,1,19:26.4
2,40646,30995,1,3,2,1,20:00.0
8,81883,30684,3,3,2,1,20:33.6
8,67303,30221,2,3,2,1,21:07.2
13,114161,39087,5,5,0,0,21:40.8
11,64038,30981,1,4,2,1,22:14.4
19,168538,41126,4,5,0,0,22:48.0
5,83405,28606,3,3,0,1,23:21.6
3,53462,26660,1,3,2,1,23:55.2
13,111273,25584,2,3,2,1,24:28.8
16,88576,27571,2,4,2,1,25:02.4
11,90573,35634,2,4,2,1,25:36.0
13,136369,38465,3,5,0,0,26:09.6
5,80582,32312,1,4,2,1,26:43.2
9,83121,37090,2,4,2,1,27:16.8
11,139507,35255,3,5,0,0,27:50.4
11,117147,33848,2,4,0,0,28:24.0
17,163637,36674,5,5,0,0,28:57.6
7,81165,26657,2,3,2,1,29:31.2
5,42766,23435,1,2,1,1,30:04.8
16,143934,38522,3,5,0,0,30:38.4
2,20487,26331,1,3,1,1,31:12.0
17,119614,31455,2,5,2,1,31:45.6
20,192529,33167,5,5,0,0,32:19.2
18,138026,32919,2,5,0,0,32:52.8
11,138732,39889,3,5,0,0,33:26.4
8,98375,32207,3,4,2,1,34:00.0
4,90612,31071,2,4,0,1,34:33.6
4,47380,28014,1,3,2,1,35:07.2
20,167830,34645,3,5,0,0,35:40.8
11,44038,26443,2,3,2,1,36:14.4
18,174595,41183,5,5,0,0,36:48.0
14,100019,32033,3,4,0,1,37:21.6
9,118881,37010,2,5,0,0,37:55.2
11,62472,25344,1,3,1,1,38:28.8
8,36594,25578,2,3,1,1,39:02.4
15,155518,43684,3,5,0,0,39:36.0
11,143943,31655,3,4,0,0,40:09.6
6,71939,29914,2,4,2,1,40:43.2
2,30977,27757,2,3,1,1,41:16.8
19,173773,41742,5,5,0,0,41:50.4
5,46039,24812,2,3,1,1,42:24.0
13,118960,35468,3,4,0,0,42:57.6
19,149291,40010,3,5,2,0,43:31.2
19,141157,37674,4,5,0,0,44:04.8
18,182279,44963,5,5,0,0,44:38.4
2,31389,24180,1,3,2,1,45:12.0
6,123432,32495,3,4,0,1,45:45.6
4,41949,31386,1,4,1,1,46:19.2
5,47890,24753,1,3,1,1,46:52.8
14,108539,28305,1,4,2,1,47:26.4
8,111580,34477,2,4,0,0,48:00.0
8,83764,29214,1,4,2,1,48:33.6
11,130771,46033,4,5,2,0,49:07.2
15,128781,31281,2,4,0,0,49:40.8
19,192369,44530,5,5,0,0,50:14.4
9,66048,22900,1,3,2,1,50:48.0
7,98331,35455,2,5,2,0,51:21.6
9,60494,32620,1,4,1,1,51:55.2
8,90250,32824,1,4,2,1,52:28.8
10,61023,30512,2,3,2,1,53:02.4
10,116310,34315,4,5,0,1,53:36.0
9,129261,29303,4,4,0,1,54:09.6
6,36159,28895,2,3,2,1,54:43.2
19,173298,39892,4,5,0,0,55:16.8
18,131760,38311,2,5,0,0,55:50.4
5,29435,26821,1,3,2,1,56:24.0
1,17103,31162,1,3,1,1,56:57.6
13,98573,30067,4,3,0,1,57:31.2
13,111924,31234,3,4,2,1,58:04.8
12,162402,45574,5,5,0,0,58:38.4
20,176853,42459,3,5,0,0,59:12.0
14,127010,25898,3,3,0,1,59:45.6
10,78257,23752,1,3,2,1,00:19.2
12,100863,35374,3,5,2,1,00:52.8
14,99646,28718,3,4,2,1,01:26.4
9,78547,30389,2,4,2,1,02:00.0
12,134326,36426,4,4,0,0,02:33.6
11,113603,32062,3,4,0,1,03:07.2
8,68992,31793,2,3,2,1,03:40.8
11,152381,42736,4,5,0,0,04:14.4
19,130167,35671,3,5,0,0,04:48.0
16,73948,24149,1,3,2,1,05:21.6
19,158207,25292,2,4,0,1,05:55.2
12,92688,25651,2,4,2,1,06:28.8
8,40093,32401,1,4,1,1,07:02.4
15,134670,28278,3,4,0,1,07:36.0
3,21664,24644,1,2,1,1,08:09.6
7,89166,25488,2,3,2,1,08:43.2
14,100427,27644,2,4,2,1,09:16.8
17,141424,40297,2,5,2,0,09:50.4
11,105064,31609,3,4,0,0,10:24.0
1,7647,18007,1,2,1,1,10:57.6
4,23964,20022,1,2,1,1,11:31.2
19,163378,35249,4,5,0,0,12:04.8
9,101688,29060,1,4,2,1,12:38.4
15,147060,35632,4,5,0,0,13:12.0
4,84296,37127,2,4,2,0,13:45.6
2,20290,25236,1,3,1,1,14:19.2
17,163219,38326,4,5,0,0,14:52.8
18,142961,40291,2,5,2,0,15:26.4
7,32414,25232,1,3,1,1,16:00.0
9,112777,32826,2,5,0,1,16:33.6
8,78950,30228,2,4,2,1,17:07.2
8,29568,22069,1,2,1,1,17:40.8
8,97500,26572,3,3,2,1,18:14.4
6,46007,30646,3,3,2,1,18:48.0
11,83469,26525,1,4,2,1,19:21.6
11,148138,41221,4,5,0,0,19:55.2
16,108826,35096,2,5,2,0,20:28.8
17,129004,37450,4,5,0,0,21:02.4
1,6716,18912,1,2,1,1,21:36.0
20,187911,41418,5,5,0,0,22:09.6
14,114294,32158,3,4,0,0,22:43.2
5,118456,38076,4,5,0,0,23:16.8
15,151743,37984,4,5,0,0,23:50.4
13,96405,35065,2,4,2,1,24:24.0
9,73196,25592,1,4,2,1,24:57.6
18,153231,38997,4,5,0,0,25:31.2
19,183925,43300,5,5,0,0,26:04.8
18,180536,43869,5,5,0,0,26:38.4
11,116026,39681,2,5,2,0,27:12.0
8,108548,33363,2,4,2,0,27:45.6
13,106869,33889,2,5,0,0,28:19.2
11,127614,36065,4,5,0,0,28:52.8
11,74979,30500,2,4,2,0,29:26.4
19,138642,36792,3,5,0,0,30:00.0
13,157621,37126,3,5,0,0,30:33.6
13,26950,24716,1,3,1,1,31:07.2
13,136599,30456,1,5,2,1,31:40.8
11,102286,37157,3,4,0,0,32:14.4
18,95499,30867,3,4,2,1,32:48.0
20,185363,43396,5,5,0,0,33:21.6
15,123812,33576,2,5,2,0,33:55.2
7,44619,23893,1,3,1,1,34:28.8
5,44529,27927,2,3,2,1,35:02.4
8,40267,34297,1,5,1,1,35:36.0
11,65541,34871,2,3,2,1,36:09.6
9,125373,29079,2,4,0,1,36:43.2
6,28460,21602,1,3,1,1,37:16.8
2,36931,27421,2,3,2,1,37:50.4
15,160748,44488,4,5,0,0,38:24.0
8,167059,38309,4,5,0,0,38:57.6
5,47753,25359,1,3,2,1,39:31.2
5,64028,28874,2,3,2,1,40:04.8
6,43809,31782,2,4,1,1,40:38.4
11,149869,38333,3,5,0,0,41:12.0
20,154198,29581,2,5,0,0,41:45.6
16,139227,38660,3,5,0,0,42:19.2
9,103137,37347,3,4,0,1,42:52.8
7,47111,30240,1,3,1,1,43:26.4
8,33153,23287,1,3,1,1,44:00.0
3,74493,38251,1,5,2,1,44:33.6
17,113816,37644,2,5,2,0,45:07.2
18,118190,34613,3,5,0,0,45:40.8
2,33513,26517,1,3,1,1,46:14.4
9,92027,38521,2,5,2,0,46:48.0
7,71180,38639,2,4,2,1,47:21.6
11,131626,37235,3,5,0,0,47:55.2
16,98704,32876,4,4,0,0,48:28.8
6,58798,36734,2,4,2,0,49:02.4
6,71098,26980,2,3,2,1,49:36.0
19,142513,37024,2,5,0,0,50:09.6
9,112072,34301,2,5,0,0,50:43.2
10,73210,31399,3,3,2,1,51:16.8
8,91001,26579,2,3,2,1,51:50.4
14,146706,32903,4,5,0,0,52:24.0
9,43619,26068,1,3,1,1,52:57.6
5,49427,21410,1,3,2,1,53:31.2
9,51276,21844,1,2,1,1,54:04.8
20,188840,47390,5,5,0,0,54:38.4
11,83146,30686,3,4,2,1,55:12.0
9,112224,35090,3,4,0,0,55:45.6
15,109803,25400,3,3,0,1,56:19.2
11,116714,31731,4,3,0,0,56:52.8
5,44386,32047,2,3,2,1,57:26.4
10,149680,35916,4,5,0,0,58:00.0
6,35555,26974,1,3,1,1,58:33.6
20,190058,43705,5,5,0,0,59:07.2
14,136009,38155,3,5,0,0,59:40.8
14,149319,36569,4,5,0,1,00:14.4
12,143035,37813,3,5,0,0,00:48.0
5,57301,35289,1,4,2,1,01:21.6
5,46063,25449,1,3,1,1,01:55.2
11,137507,42703,4,5,0,0,02:28.8
18,114215,30789,2,5,0,1,03:02.4
18,161641,37586,4,5,0,0,03:36.0
7,95509,38788,2,5,2,1,04:09.6
19,144486,36883,3,5,0,0,04:43.2
5,17754,21272,1,2,1,1,05:16.8
13,65761,26354,1,3,1,1,05:50.4
7,141538,34917,3,5,0,0,06:24.0
7,57217,30622,2,3,2,1,06:57.6
18,133714,31774,1,5,2,1,07:31.2
6,82802,34190,3,4,0,0,08:04.8
16,87463,23388,1,3,2,1,08:38.4
15,136035,37605,3,5,0,0,09:12.0
18,111158,41631,2,5,2,0,09:45.6
17,146531,31827,5,4,0,0,10:19.2
11,97679,28874,1,4,2,1,10:52.8
12,154123,36665,3,5,0,0,11:26.4
19,105918,32390,3,4,0,0,12:00.0
20,157468,34744,3,5,0,0,12:33.6
13,123645,32480,4,5,0,0,13:07.2
20,157599,30220,3,4,0,0,13:40.8
9,104958,35569,2,5,2,1,14:14.4
15,140927,42121,3,5,2,0,14:48.0
7,98903,24809,2,3,2,1,15:21.6
20,179401,42715,5,5,0,0,15:55.2
11,116966,36635,3,5,0,0,16:28.8
10,109212,35866,3,5,0,0,17:02.4
16,163175,37908,5,5,0,0,17:36.0
15,118264,24101,3,3,0,1,18:09.6
6,96147,31058,2,4,0,1,18:43.2
5,144798,41496,3,5,0,0,19:16.8
7,69181,32248,2,4,2,1,19:50.4
19,150994,45392,4,5,0,0,20:24.0
7,121606,34810,2,5,0,0,20:57.6
10,78226,29312,2,4,2,1,21:31.2
8,77703,28967,2,4,2,1,22:04.8
10,117895,28793,4,4,0,0,22:38.4
5,50883,20315,1,3,1,1,23:12.0
17,134951,37090,3,5,0,0,23:45.6
10,96276,31719,2,4,2,1,24:19.2
19,174997,35834,3,5,0,0,24:52.8
1,19454,27699,1,3,1,1,25:26.4
15,74805,30016,3,3,2,1,26:00.0
14,110184,28247,3,3,0,0,26:33.6
8,103098,29129,1,5,2,1,27:07.2
5,56780,29659,1,4,2,1,27:40.8
18,147388,39223,5,5,0,0,28:14.4
8,91251,35484,2,5,2,1,28:48.0
20,170221,38456,5,5,0,0,29:21.6
17,170202,41718,5,5,0,0,29:55.2
1,50514,21697,1,3,0,1,30:28.8
1,24848,26576,1,3,2,1,31:02.4
7,36497,22507,1,2,1,1,31:36.0
17,171936,42310,5,5,0,0,32:09.6
11,141034,38876,4,5,0,0,32:43.2
19,129445,32865,3,5,2,1,33:16.8
14,156871,39363,5,5,0,0,33:50.4
10,86622,26896,2,3,0,1,34:24.0
9,138203,39743,4,5,0,0,34:57.6
16,98940,29731,1,4,2,1,35:31.2
10,166118,45314,5,5,0,0,36:04.8
12,121742,38582,4,5,0,0,36:38.4
12,116373,34421,4,5,0,0,37:12.0
2,84805,43270,4,5,0,1,37:45.6
4,25950,23471,1,3,1,1,38:19.2
5,57029,29869,2,3,2,1,38:52.8
17,149358,39555,4,5,0,0,39:26.4
1,35282,29234,1,3,2,1,40:00.0
11,140377,30692,4,4,0,0,40:33.6
2,23723,22394,1,2,1,1,41:07.2
8,117068,35510,4,4,0,1,41:40.8
17,124363,34344,3,4,2,0,42:14.4
15,163813,39762,2,5,0,0,42:48.0
2,9987,20170,1,2,1,1,43:21.6
6,112907,42726,4,5,0,0,43:55.2
15,125921,38535,3,5,0,0,44:28.8
13,120580,31868,3,4,0,1,45:02.4
15,96208,35991,2,5,2,1,45:36.0
16,159375,36367,4,5,0,0,46:09.6
4,63550,25874,2,3,1,1,46:43.2
9,74927,28665,3,3,0,1,47:16.8
1,9292,21055,1,2,1,1,47:50.4
12,64860,22535,1,3,1,1,48:24.0
18,123887,33472,3,4,0,0,48:57.6
5,41746,26114,2,2,2,1,49:31.2
14,106188,34420,4,4,2,1,50:04.8
6,69846,36709,1,5,2,1,50:38.4
20,159215,39302,5,5,0,0,51:12.0
9,102870,34591,5,4,0,0,51:45.6
15,134128,37681,2,4,0,0,52:19.2
13,139077,34389,4,4,0,0,52:52.8
