car_age,km_driven,price_new,accident_count,door_count,fuel,transmission,y_true,timestamp
12,73409,36939,1,4,2,1,5080,21:50.4
11,68211,40001,3,2,2,0,4174,22:24.0
4,61109,28513,3,4,2,1,7757,22:57.6
3,95666,24985,1,4,0,0,5453,23:31.2
4,34171,17993,5,4,2,0,1903,24:04.8
1,109068,21792,3,5,0,1,4145,24:38.4
10,121898,29524,2,2,1,1,6295,25:12.0
12,97370,30968,2,4,2,1,4996,25:45.6
13,46764,46678,2,3,2,0,6063,26:19.2
19,8576,23353,2,4,0,0,1447,26:52.8
5,37718,38658,3,3,2,0,11933,27:26.4
17,68176,28690,3,2,1,1,2703,28:00.0
15,184092,35083,2,5,2,0,1005,28:33.6
8,99421,37267,3,4,1,1,5882,29:07.2
16,106053,36719,1,4,2,1,2971,29:40.8
9,172902,30366,1,4,1,1,4051,30:14.4
6,163982,42672,3,3,2,0,2478,30:48.0
3,27492,26210,1,4,1,1,14994,31:21.6
3,106936,19680,5,4,2,1,2641,31:55.2
13,88694,45660,2,5,2,1,3998,32:28.8
9,151026,38440,1,3,2,0,3596,33:02.4
10,132664,38090,2,4,2,1,3298,33:36.0
9,67417,27142,3,5,0,1,2049,34:09.6
9,102757,30026,4,4,2,1,3637,34:43.2
13,31995,42759,1,3,2,0,10053,35:16.8
4,41619,32223,4,3,2,1,5182,35:50.4
3,137403,30763,2,4,2,1,6695,36:24.0
19,27808,17758,1,5,2,0,1455,36:57.6
14,69730,25550,3,4,2,0,1395,37:31.2
13,89236,35617,1,3,2,1,8102,38:04.8
14,144044,34576,2,2,0,1,3688,38:38.4
10,65746,35363,4,5,2,0,2055,39:12.0
12,194788,35043,3,3,0,1,1476,39:45.6
3,59258,30822,1,3,2,1,12567,40:19.2
14,152918,48313,5,4,0,0,399,40:52.8
7,75851,42424,1,4,2,0,10364,41:26.4
13,94478,20980,1,3,0,1,2009,42:00.0
7,34507,30146,3,3,2,1,7740,42:33.6
12,34955,39238,1,5,1,0,8912,43:07.2
19,89352,18966,2,5,2,1,660,43:40.8
5,27230,44339,3,2,1,1,13694,44:14.4
13,10316,34065,1,4,0,1,7690,44:48.0
14,113973,35097,4,5,2,1,1817,45:21.6
5,182077,37861,2,5,2,1,4968,45:55.2
15,97341,37220,1,5,1,1,6826,46:28.8
10,41036,25870,2,3,0,0,3450,47:02.4
12,145888,30632,3,4,1,1,1965,47:36.0
11,127704,40168,2,4,2,1,5999,48:09.6
8,73896,26268,1,2,2,1,5714,48:43.2
16,124543,33705,5,4,0,1,511,49:16.8
12,176194,35754,1,3,2,1,3941,49:50.4
11,93512,28420,2,3,2,1,5494,50:24.0
10,7880,26651,3,5,1,1,4744,50:57.6
15,191300,32576,4,3,0,0,389,51:31.2
4,160171,25024,1,4,0,1,5412,52:04.8
4,92555,36190,1,4,0,0,11674,52:38.4
14,154598,27669,3,5,0,1,500,53:12.0
6,136204,34495,4,4,0,1,1714,53:45.6
16,32768,34408,2,5,0,1,3145,54:19.2
14,160401,29582,3,4,0,1,2006,54:52.8
4,71322,41636,1,5,2,1,13855,55:26.4
10,130947,40212,2,3,0,1,3353,56:00.0
16,179026,25214,1,5,2,1,909,56:33.6
6,106172,35320,1,5,2,0,8038,57:07.2
10,160700,25211,2,3,2,1,3577,57:40.8
12,50924,27118,1,5,2,1,5386,58:14.4
4,76003,32134,2,5,2,0,6463,58:48.0
13,115637,28529,1,4,0,1,3994,59:21.6
6,95012,42424,2,4,2,1,11317,59:55.2
17,68744,28954,2,4,0,0,991,00:28.8
8,149755,18952,1,3,0,0,2403,01:02.4
6,168463,22790,3,2,0,1,2116,01:36.0
1,171901,30298,1,2,2,1,7915,02:09.6
15,74665,39609,2,2,2,1,6220,02:43.2
4,47715,30383,1,4,1,1,13133,03:16.8
9,28997,29902,4,4,2,1,3275,03:50.4
6,69838,29400,1,5,1,1,10088,04:24.0
17,124849,45110,1,4,1,1,4730,04:57.6
8,72522,27804,1,4,2,1,5882,05:31.2
12,18141,40910,3,4,0,1,6079,06:04.8
14,113226,20251,5,4,2,1,1276,06:38.4
12,83822,34659,1,5,0,1,3465,07:12.0
15,25835,31082,1,3,2,0,5022,07:45.6
15,55590,32281,2,5,2,1,2292,08:19.2
19,29705,41110,3,4,2,0,3275,08:52.8
9,105119,30793,1,2,1,1,7352,09:26.4
10,16516,29221,2,5,0,1,5830,10:00.0
9,129840,29518,1,5,0,0,2878,10:33.6
17,114951,25583,2,5,2,1,1680,11:07.2
9,99221,39316,3,4,1,1,3856,11:40.8
10,42385,39828,1,5,1,1,13373,12:14.4
5,59613,36571,3,2,2,1,9009,12:48.0
9,19835,41880,5,5,2,0,5191,13:21.6
12,183753,34331,1,4,0,1,1690,13:55.2
11,50855,20570,3,5,0,0,2733,14:28.8
8,159572,22870,5,3,2,1,1501,15:02.4
18,64298,32443,3,5,0,1,2587,15:36.0
11,94598,39394,1,4,0,1,5370,16:09.6
6,100384,33515,2,4,0,1,5573,16:43.2
5,119082,27932,1,5,2,1,4819,17:16.8
6,12100,32082,2,5,0,1,9326,17:50.4
5,107811,31163,1,5,2,0,7087,18:24.0
12,73394,47203,1,4,1,1,9134,18:57.6
12,34637,32724,1,2,2,0,9220,19:31.2
12,146241,40082,3,3,1,1,6084,20:04.8
17,87754,23626,2,5,1,1,1601,20:38.4
2,57427,26315,4,5,2,1,6773,21:12.0
18,155552,29228,1,2,1,0,3859,21:45.6
6,113224,19538,5,4,0,0,1362,22:19.2
19,46305,20756,1,3,2,0,1625,22:52.8
11,41629,38076,4,4,0,0,2025,23:26.4
13,186363,43922,3,4,2,0,903,24:00.0
2,193359,30187,1,4,2,0,5398,24:33.6
8,54431,32540,1,5,0,1,5988,25:07.2
9,117014,32376,2,3,0,0,3246,25:40.8
10,100792,31829,2,5,2,1,2816,26:14.4
11,158471,24938,2,3,1,1,2868,26:48.0
12,166562,39352,3,4,2,1,1573,27:21.6
13,58969,29278,2,4,0,1,2279,27:55.2
13,39683,36143,4,5,1,0,2095,28:28.8
6,164024,29859,2,4,2,1,4173,29:02.4
12,90925,31157,1,4,1,1,5834,29:36.0
6,106654,33762,2,4,2,1,5170,30:09.6
3,122217,37747,1,5,1,1,12439,30:43.2
14,112897,33389,3,4,2,1,2932,31:16.8
10,97077,38742,4,4,2,0,3059,31:50.4
13,126471,36380,1,5,1,1,3853,32:24.0
14,172388,27762,1,5,2,1,1411,32:57.6
4,152671,39546,1,5,1,0,6860,33:31.2
11,63604,34299,4,3,2,0,3117,34:04.8
10,96741,36182,1,3,1,1,6404,34:38.4
11,93473,23180,4,5,1,0,2838,35:12.0
13,175319,41094,5,5,0,0,492,35:45.6
7,99988,38188,3,5,1,1,6415,36:19.2
11,125321,34144,3,4,2,1,2090,36:52.8
18,4051,36026,2,4,2,1,5307,37:26.4
12,46211,36988,1,5,0,1,6959,38:00.0
2,95396,26639,1,4,2,0,8275,38:33.6
3,63752,48958,2,5,2,1,13094,39:07.2
19,122482,30730,3,4,0,1,1032,39:40.8
11,193952,39745,1,3,2,1,4833,40:14.4
12,124004,24308,3,2,0,1,2633,40:48.0
18,117955,17741,2,5,2,1,1342,41:21.6
1,153612,35659,5,5,2,1,3007,41:55.2
19,140474,46940,1,4,2,1,3343,42:28.8
14,142634,35577,3,4,2,1,2343,43:02.4
13,145080,21886,2,2,2,1,2764,43:36.0
10,17276,38923,3,5,0,1,3896,44:09.6
14,31022,36905,1,2,1,0,9470,44:43.2
8,91653,24727,2,5,1,0,3995,45:16.8
5,26003,20500,3,5,0,1,4893,45:50.4
15,56234,35048,3,3,2,1,2630,46:24.0
5,159221,41228,2,5,2,0,5092,46:57.6
11,121683,35826,2,2,2,1,6387,47:31.2
11,41611,39236,3,4,0,1,5591,48:04.8
12,91899,40768,3,5,1,1,6694,48:38.4
1,90251,21574,3,4,2,1,6173,49:12.0
11,29642,28986,2,3,1,1,7720,49:45.6
12,34364,37681,3,5,2,0,2850,50:19.2
7,92330,38425,2,5,0,1,5378,50:52.8
16,119838,27599,5,4,2,1,1173,51:26.4
5,36741,26645,1,2,2,0,10768,52:00.0
12,146882,32841,4,4,1,1,3436,52:33.6
15,92006,36254,2,4,2,0,2941,53:07.2
3,16735,33697,4,3,1,0,11115,53:40.8
11,80470,43229,4,5,1,0,4955,54:14.4
17,32834,36457,1,3,2,1,5278,54:48.0
2,61664,38901,2,5,2,0,12594,55:21.6
10,164871,37925,1,5,0,1,4893,55:55.2
20,153261,20050,3,5,1,1,614,56:28.8
13,111730,41890,2,5,2,0,2325,57:02.4
5,29338,33803,2,4,0,1,11184,57:36.0
13,39886,33008,4,3,2,0,3706,58:09.6
8,40715,31321,1,4,2,1,8814,58:43.2
4,123208,34016,2,3,2,1,6706,59:16.8
18,48843,39825,4,4,0,0,934,59:50.4
14,105225,38094,5,4,2,1,937,00:24.0
1,168544,25151,3,3,2,1,4079,00:57.6
20,135863,26453,2,4,2,0,1281,01:31.2
13,43161,41362,2,4,2,1,6470,02:04.8
8,61781,34774,2,4,2,0,4957,02:38.4
11,124569,31893,1,5,2,1,4735,03:12.0
1,123855,39874,4,2,1,1,7244,03:45.6
1,8969,19347,3,5,2,1,6899,04:19.2
14,166946,29721,3,4,1,0,957,04:52.8
13,57507,32190,1,3,2,1,6008,05:26.4
14,132240,42537,4,3,2,0,1787,06:00.0
15,92270,46558,2,3,2,1,5883,06:33.6
19,28213,21207,2,5,2,0,1094,07:07.2
17,136479,21221,1,4,2,0,1913,07:40.8
18,90202,19271,1,5,2,0,916,08:14.4
12,119361,36898,3,5,0,1,1311,08:48.0
16,99341,19177,1,3,2,1,2871,09:21.6
7,69687,40988,2,5,1,1,7246,09:55.2
12,31374,29173,1,4,1,1,8119,10:28.8
11,140678,38261,4,4,2,1,1547,11:02.4
11,63550,22146,4,4,2,0,1263,11:36.0
4,65940,37506,3,4,2,1,8601,12:09.6
15,34787,35106,3,4,2,1,3629,12:43.2
15,170075,36148,5,5,0,0,920,13:16.8
12,48104,29004,4,5,0,1,1413,13:50.4
11,160619,32035,2,5,2,1,2725,14:24.0
9,179466,44796,5,2,2,1,1512,14:57.6
16,16940,34931,5,4,2,1,2417,15:31.2
7,105829,32745,1,3,2,1,6714,16:04.8
15,33296,35101,1,5,2,1,6090,16:38.4
14,50520,36674,4,5,2,0,2775,17:12.0
2,158693,28122,5,4,0,0,1995,17:45.6
17,97894,39059,5,3,0,1,2088,18:19.2
15,108085,30351,1,4,2,1,4820,18:52.8
7,182013,32795,2,4,2,0,2992,19:26.4
17,118568,25443,1,4,0,0,1657,20:00.0
2,166112,38571,2,3,0,1,7194,20:33.6
10,34141,36040,1,2,0,1,7708,21:07.2
18,46202,24502,1,4,2,0,3018,21:40.8
14,95870,40640,1,4,0,0,3248,22:14.4
3,100176,36601,5,4,2,0,5177,22:48.0
1,140225,35237,2,4,1,0,8192,23:21.6
17,124237,24492,1,5,2,1,1466,23:55.2
7,95011,22575,1,3,0,1,4230,24:28.8
9,110025,39962,2,4,2,1,4236,25:02.4
12,48421,21867,2,5,2,1,3092,25:36.0
18,84608,36858,2,5,1,0,1667,26:09.6
8,103497,34339,4,3,2,1,3206,26:43.2
5,43742,26775,2,4,0,0,5943,27:16.8
16,153406,30410,1,4,1,1,2537,27:50.4
7,178223,34436,3,4,1,0,3696,28:24.0
5,111771,28316,1,4,2,0,6047,28:57.6
17,167746,46630,1,4,2,1,2627,29:31.2
14,35517,25786,1,4,2,1,4834,30:04.8
12,68912,39394,2,3,0,1,3457,30:38.4
14,18777,29419,1,2,2,0,5504,31:12.0
17,5129,39586,1,5,2,1,7516,31:45.6
16,96383,42517,3,5,2,1,3391,32:19.2
4,31445,26224,5,4,0,0,3013,32:52.8
5,51110,29146,2,3,2,1,8972,33:26.4
16,171897,36164,3,5,2,1,2178,34:00.0
16,170691,41714,1,4,0,1,1380,34:33.6
11,91868,31135,2,4,0,1,2168,35:07.2
10,149903,21296,2,5,1,1,3195,35:40.8
10,152589,19333,1,4,2,1,2065,36:14.4
3,32102,33934,1,3,1,0,15519,36:48.0
12,115164,20579,2,2,1,1,3220,37:21.6
10,154362,37809,1,4,1,0,6759,37:55.2
8,23414,32792,1,4,2,1,12258,38:28.8
10,133611,30721,3,2,2,0,4231,39:02.4
5,188482,21396,4,4,0,1,749,39:36.0
10,48444,28638,1,4,1,0,9276,40:09.6
14,83899,34281,2,5,0,1,3029,40:43.2
17,93237,35384,1,5,0,1,4073,41:16.8
14,82287,22895,2,4,2,1,2160,41:50.4
14,192211,36504,5,4,0,1,483,42:24.0
13,163661,43633,3,5,2,1,3205,42:57.6
17,128601,35219,1,4,0,0,1509,43:31.2
6,169463,41005,3,2,2,0,4474,44:04.8
6,151001,39863,1,4,2,1,5164,44:38.4
16,166108,30536,5,2,0,1,1347,45:12.0
17,93462,40013,3,5,2,1,3463,45:45.6
9,164447,31083,2,3,0,1,3894,46:19.2
10,124562,35856,3,4,2,0,2493,46:52.8
14,67523,32459,1,5,1,1,4701,47:26.4
15,189085,34153,3,4,1,1,1067,48:00.0
10,86517,33107,1,4,2,0,7917,48:33.6
1,97458,36394,2,5,2,1,10392,49:07.2
9,113751,36328,5,5,2,1,3006,49:40.8
11,67156,18499,2,5,0,0,1769,50:14.4
3,164701,26147,3,4,2,1,3375,50:48.0
8,182297,28540,2,4,1,0,2140,51:21.6
2,62975,43492,2,3,0,1,13006,51:55.2
9,57194,46614,1,5,0,1,9216,52:28.8
14,52661,37361,1,5,0,0,3972,53:02.4
14,186116,30544,2,4,0,1,1313,53:36.0
17,135314,21030,3,3,0,0,1014,54:09.6
12,98566,30296,2,5,1,1,3716,54:43.2
4,108189,39714,2,5,0,1,6578,55:16.8
7,31119,31558,1,4,2,0,9961,55:50.4
9,85194,44956,1,4,2,1,7180,56:24.0
12,167482,26929,1,4,1,1,4720,56:57.6
9,95819,30446,2,4,0,0,2978,57:31.2
4,23348,39973,2,5,2,1,13625,58:04.8
5,152723,27188,1,5,2,1,3557,58:38.4
13,178743,35791,1,5,0,0,1411,59:12.0
9,39949,20805,1,2,2,1,6802,59:45.6
12,14806,46432,1,4,1,0,14749,00:19.2
16,68170,37249,1,4,0,0,4179,00:52.8
2,195256,32391,2,4,2,1,3706,01:26.4
15,30662,34731,2,4,1,1,7754,02:00.0
9,92688,26001,1,5,2,1,5049,02:33.6
20,140537,33395,1,2,2,1,1650,03:07.2
11,118192,30224,1,3,2,1,5608,03:40.8
18,129728,30282,1,4,2,1,1872,04:14.4
10,107719,32571,1,5,2,1,5217,04:48.0
12,52026,47736,3,4,0,1,5251,05:21.6
1,37054,27788,2,3,2,1,13031,05:55.2
3,157693,32131,1,5,1,0,5397,06:28.8
3,38573,32165,2,4,2,1,13586,07:02.4
8,103614,31131,3,5,1,1,3251,07:36.0
8,135548,27271,1,4,2,1,6279,08:09.6
18,67477,35430,5,4,2,0,2143,08:43.2
14,138189,37578,1,5,2,1,2556,09:16.8
16,46999,39558,1,4,1,1,6890,09:50.4
6,98815,35311,2,5,2,1,7905,10:24.0
1,94835,36736,1,4,2,1,12682,10:57.6
15,49053,33410,5,5,2,1,932,11:31.2
13,97895,40886,1,2,2,1,5358,12:04.8
4,103659,34096,1,5,2,1,11719,12:38.4
5,141095,23020,3,4,2,1,3046,13:12.0
1,101151,42607,1,4,2,1,13925,13:45.6
2,187843,24422,3,5,2,0,3231,14:19.2
5,175368,41283,1,3,1,1,11132,14:52.8
7,58288,35771,3,4,2,1,5709,15:26.4
17,61444,41518,3,5,0,1,1213,16:00.0
12,165659,46421,3,3,1,1,3490,16:33.6
12,76094,18355,1,5,0,0,1614,17:07.2
15,103640,25013,1,4,1,1,3361,17:40.8
10,143890,30985,1,2,1,1,6814,18:14.4
16,32901,30941,1,4,2,1,6035,18:48.0
8,15992,43464,3,5,0,1,6868,19:21.6
9,4416,42461,1,5,0,1,14403,19:55.2
17,85673,28651,2,4,2,0,2682,20:28.8
16,97784,20551,1,4,0,1,1955,21:02.4
18,153669,38632,1,5,1,1,4311,21:36.0
3,11016,38016,2,4,2,1,14514,22:09.6
4,59420,40678,2,2,2,1,14836,22:43.2
17,43357,18531,1,4,2,1,3669,23:16.8
4,160804,26064,1,5,0,1,3095,23:50.4
4,50216,42163,3,4,2,1,10699,24:24.0
10,110796,42868,2,2,2,0,6447,24:57.6
17,55805,29385,2,5,2,1,2536,25:31.2
10,165058,33545,1,4,0,1,2738,26:04.8
2,46772,38078,2,5,0,1,12221,26:38.4
14,138143,34065,3,4,2,1,2931,27:12.0
13,117490,25390,1,5,2,1,2780,27:45.6
17,30789,28834,1,4,1,1,6946,28:19.2
10,69516,28363,3,5,0,1,2368,28:52.8
10,68407,26358,2,4,0,0,2597,29:26.4
6,77503,42281,5,5,2,0,5168,30:00.0
3,158072,36686,3,3,2,1,5951,30:33.6
3,90447,40781,4,4,0,1,5732,31:07.2
13,51003,35433,2,2,1,0,8476,31:40.8
12,167273,29281,3,5,0,0,1170,32:14.4
16,159728,41605,1,4,2,1,2827,32:48.0
4,97598,33518,1,5,2,1,7475,33:21.6
10,12531,32900,1,4,0,0,6667,33:55.2
9,133196,21712,1,4,1,0,2729,34:28.8
11,158634,44457,2,4,0,1,4914,35:02.4
10,116060,28952,1,2,2,1,5591,35:36.0
4,145819,27706,3,4,0,1,3835,36:09.6
4,147230,24924,1,5,2,1,5190,36:43.2
10,82520,29654,2,2,2,0,5541,37:16.8
5,68875,27825,2,5,0,0,4132,37:50.4
18,71993,24893,1,4,0,0,2199,38:24.0
18,65449,36063,1,4,1,1,4058,38:57.6
7,151005,31810,2,4,1,0,4050,39:31.2
10,116773,31278,1,5,0,1,2688,40:04.8
7,14772,33567,4,5,0,0,4233,40:38.4
15,126549,38320,5,2,2,1,1978,41:12.0
3,82306,41275,3,3,0,1,9920,41:45.6
10,160634,42365,1,4,2,0,2766,42:19.2
6,151750,30337,1,2,2,0,5916,42:52.8
17,161833,46314,1,4,2,0,2884,43:26.4
6,145811,21262,1,3,2,1,3329,44:00.0
18,156068,38402,4,5,1,1,1415,44:33.6
16,166832,30913,1,3,2,1,2002,45:07.2
17,109875,42498,1,5,0,0,2372,45:40.8
13,160837,38222,3,5,2,0,1933,46:14.4
5,96021,27827,3,5,2,0,2994,46:48.0
16,124310,19068,1,5,2,1,2535,47:21.6
18,101456,38654,2,3,2,1,1942,47:55.2
4,126878,35058,1,4,0,1,8601,48:28.8
19,162420,20506,1,4,2,1,1304,49:02.4
10,124756,40649,3,4,0,0,1427,49:36.0
9,139786,30738,1,3,2,1,6343,50:09.6
17,124859,26957,1,3,2,1,2203,50:43.2
18,167903,22426,1,5,1,1,2487,51:16.8
9,177586,28170,1,3,0,1,2272,51:50.4
1,109449,26994,1,4,2,1,7993,52:24.0
13,88581,41650,1,2,0,1,8240,52:57.6
16,53522,38581,2,3,0,0,2240,53:31.2
5,187306,35033,4,2,0,1,1651,54:04.8
17,97019,34103,2,2,2,1,2424,54:38.4
5,26602,37231,2,4,2,1,12001,55:12.0
10,14018,43668,1,5,2,0,9329,55:45.6
10,84663,41353,3,4,2,0,4306,56:19.2
5,52068,27166,3,4,2,0,7264,56:52.8
15,18182,19639,2,4,1,0,2868,57:26.4
16,48836,45181,1,5,0,1,3923,58:00.0
11,98062,29473,3,3,2,1,2934,58:33.6
16,56663,32989,2,4,2,1,3360,59:07.2
9,160394,34318,1,5,1,0,6043,59:40.8
13,71707,27754,2,4,0,0,2284,00:14.4
7,40373,37148,1,2,2,1,14262,00:48.0
10,133327,33684,1,3,0,0,3512,01:21.6
15,20434,24785,1,4,0,0,3288,01:55.2
16,122432,42222,2,5,0,1,1520,02:28.8
4,193650,20800,4,3,0,1,2111,03:02.4
11,47834,25014,1,3,2,1,6850,03:36.0
12,91990,34231,2,4,2,1,4009,04:09.6
17,28545,38935,3,4,0,0,3173,04:43.2
16,129432,36180,1,3,2,1,2521,05:16.8
12,162976,25330,1,5,2,1,3634,05:50.4
12,144277,20414,4,5,0,1,542,06:24.0
10,24920,34208,5,3,2,1,3652,06:57.6
13,27599,29562,3,4,0,1,2731,07:31.2
17,99159,38874,1,5,2,1,5551,08:04.8
7,93792,29946,2,5,2,0,3868,08:38.4
5,38482,38412,2,2,0,1,13707,09:12.0
11,15901,17888,2,4,2,0,3194,09:45.6
12,147397,20688,2,2,2,1,2811,10:19.2
13,137867,23966,3,4,1,1,2232,10:52.8
4,189051,17506,5,2,0,1,1468,11:26.4
3,41430,22103,4,4,2,1,4289,12:00.0
15,45614,30394,3,4,1,1,4817,12:33.6
2,54497,47790,1,4,2,0,24189,13:07.2
20,183564,19162,1,5,1,0,1037,13:40.8
1,41134,44192,4,4,2,0,11056,14:14.4
17,171918,28976,1,4,0,0,1228,14:48.0
17,60045,33258,2,4,2,1,3094,15:21.6
14,79888,40860,3,5,0,1,2175,15:55.2
3,59972,24929,1,5,2,1,11008,16:28.8
12,141770,35038,2,3,2,0,3362,17:02.4
5,38011,31229,3,4,0,0,4805,17:36.0
20,99982,30434,2,3,0,1,1398,18:09.6
11,76537,36000,3,4,2,1,2918,18:43.2
7,135178,37892,3,5,2,1,4229,19:16.8
6,15306,20892,1,5,2,1,7764,19:50.4
1,115950,45744,2,5,0,1,12106,20:24.0
8,28026,36767,1,5,2,1,10562,20:57.6
5,103440,31808,3,4,2,1,4366,21:31.2
14,45912,36273,2,4,2,1,5487,22:04.8
7,171329,36390,4,5,0,1,1752,22:38.4
8,5838,28145,4,2,0,1,5085,23:12.0
3,155428,43245,3,4,1,0,5256,23:45.6
14,56012,33586,1,5,2,1,6463,24:19.2
3,43450,32141,1,4,2,0,15418,24:52.8
16,60394,21453,1,4,2,1,2993,25:26.4
12,184115,36316,1,5,2,0,1515,26:00.0
8,90149,27576,4,3,0,1,3289,26:33.6
9,48819,21240,1,2,1,1,6383,27:07.2
9,122064,37615,2,2,1,1,7195,27:40.8
18,33224,27875,5,5,0,0,1071,28:14.4
14,86622,18857,4,4,0,1,527,28:48.0
15,126416,33483,1,4,2,1,2201,29:21.6
8,131133,33179,3,4,1,1,4115,29:55.2
14,41280,34766,1,5,1,1,7663,30:28.8
12,70327,39755,1,2,1,1,7634,31:02.4
16,169372,42523,4,4,2,1,1413,31:36.0
5,177431,41908,1,3,2,1,5464,32:09.6
12,166588,37107,2,5,1,1,4952,32:43.2
14,127055,33345,4,4,2,1,1694,33:16.8
17,89457,38617,1,4,0,0,3016,33:50.4
18,126213,23744,2,3,1,1,1473,34:24.0
5,24434,40958,3,4,1,0,13208,34:57.6
15,107019,26625,1,4,0,1,3642,35:31.2
13,180165,24023,1,5,1,0,1913,36:04.8
12,94963,38838,1,4,1,0,4657,36:38.4
10,115588,29108,1,5,2,1,4978,37:12.0
18,9197,32604,2,3,0,1,4863,37:45.6
14,28927,38748,1,4,0,1,6657,38:19.2
10,187751,25373,1,3,0,1,3379,38:52.8
3,18253,28278,2,4,1,1,13537,39:26.4
14,173164,23002,3,5,2,0,658,40:00.0
5,140458,40239,2,3,2,1,6799,40:33.6
13,77475,31652,2,5,0,0,2291,41:07.2
13,101162,25058,2,5,2,1,2136,41:40.8
7,138357,28142,1,5,0,0,3368,42:14.4
1,132341,29284,1,3,1,0,12078,42:48.0
3,53690,38023,3,5,2,1,8250,43:21.6
8,167651,28635,2,5,0,1,1803,43:55.2
2,117898,22000,1,4,2,0,6820,44:28.8
11,113587,29134,3,4,0,1,1331,45:02.4
17,139229,26446,1,5,0,1,1299,45:36.0
8,176778,32433,4,4,0,1,1216,46:09.6
16,155802,24530,4,4,1,0,1454,46:43.2
13,91033,37256,1,4,2,1,6128,47:16.8
17,75467,21356,1,4,0,0,1262,47:50.4
10,142645,39770,3,4,2,1,2331,48:24.0
13,49542,24636,4,4,2,1,1514,48:57.6
10,165472,37355,1,5,1,1,5581,49:31.2
9,41215,37647,2,4,1,1,12261,50:04.8
1,167904,36207,1,3,1,0,10076,50:38.4
7,175911,40201,2,5,2,1,5799,51:12.0
5,143244,40339,1,5,2,1,10655,51:45.6
8,155050,22577,5,5,2,0,1096,52:19.2
11,72611,23964,2,3,2,1,5572,52:52.8
16,87437,22193,1,3,0,1,1540,53:26.4
7,19447,41366,2,4,0,1,9915,54:00.0
10,49840,29195,5,5,0,1,2436,54:33.6
13,20837,31747,1,4,2,0,6922,55:07.2
11,117431,37853,4,4,2,1,3805,55:40.8
18,143864,21821,4,4,2,1,939,56:14.4
16,110723,40168,2,4,2,1,5094,56:48.0
13,52549,37799,1,4,0,1,6754,57:21.6
15,126944,38227,1,5,0,1,2484,57:55.2
9,122796,32412,1,5,2,0,5789,58:28.8
1,152290,39849,1,4,0,1,9568,59:02.4
19,33992,33938,5,5,0,0,415,59:36.0
19,129207,31092,1,5,0,1,1468,00:09.6
3,97167,35916,1,4,0,1,10854,00:43.2
17,157155,31305,2,5,2,0,1075,01:16.8
10,96215,33971,3,4,0,1,2768,01:50.4
9,24286,36921,3,5,2,0,4981,02:24.0
13,91375,24699,1,4,0,0,3901,02:57.6
14,118013,33330,2,4,2,0,1813,03:31.2
7,126077,20877,5,2,2,1,2127,04:04.8
15,90598,30872,4,4,0,0,756,04:38.4
8,102325,33113,1,4,1,1,7726,05:12.0
12,90164,40798,1,5,1,1,5146,05:45.6
4,21927,30433,1,4,2,0,12475,06:19.2
3,87536,44687,2,4,1,0,14156,06:52.8
9,70461,40753,2,3,0,0,5733,07:26.4
6,143322,39767,2,5,1,1,6988,08:00.0
12,139047,16505,1,4,0,0,1619,08:33.6
7,76655,41985,3,5,2,1,5224,09:07.2
9,172529,29709,2,4,2,0,3541,09:40.8
17,74598,41023,3,4,2,0,2653,10:14.4
9,163375,43908,4,3,1,0,3124,10:48.0
13,182638,22661,3,4,2,1,1232,11:21.6
15,153147,43057,3,4,2,1,2912,11:55.2
17,103802,38553,1,5,0,1,2321,12:28.8
11,101210,34592,1,4,2,1,4244,13:02.4
5,173690,37717,1,3,0,1,6114,13:36.0
17,93367,27048,2,3,2,1,1932,14:09.6
8,29980,21540,4,5,1,1,3811,14:43.2
14,172228,42658,1,4,2,1,3414,15:16.8
7,96060,31615,1,4,0,1,5202,15:50.4
10,173294,30132,3,4,1,0,3018,16:24.0
10,159142,21674,3,4,2,0,1398,16:57.6
12,148294,41881,3,4,0,1,1634,17:31.2
16,33327,23820,1,2,0,1,2766,18:04.8
16,140987,17713,1,5,0,1,1064,18:38.4
2,82770,22246,1,4,2,1,8709,19:12.0
13,32646,22264,2,5,2,1,2376,19:45.6
19,15696,27345,1,5,2,1,4649,20:19.2
11,123740,26005,3,3,2,1,1949,20:52.8
6,169279,29729,3,4,0,1,3599,21:26.4
11,39996,29671,1,3,1,1,8172,22:00.0
11,117055,28945,1,4,2,1,5581,22:33.6
9,190055,32091,2,3,2,0,2927,23:07.2
7,144820,28244,1,5,1,0,4749,23:40.8
13,4326,36949,3,4,2,1,4048,24:14.4
13,160617,25243,1,5,2,1,2913,24:48.0
12,180072,35987,2,4,2,1,2062,25:21.6
17,103676,43449,5,5,2,1,1040,25:55.2
17,161745,39200,3,4,2,1,2138,26:28.8
13,58193,32787,3,2,2,1,3416,27:02.4
9,132975,34453,1,4,1,1,6044,27:36.0
8,76668,32350,2,5,0,0,4527,28:09.6
11,63517,34196,4,5,2,1,2423,28:43.2
19,45431,37001,1,5,2,1,6005,29:16.8
4,81038,26432,3,4,2,1,6106,29:50.4
16,76160,28650,1,4,0,1,2939,30:24.0
12,187863,46103,4,4,1,1,3922,30:57.6
11,53038,32635,1,3,2,1,8883,31:31.2
10,157229,37895,1,3,2,0,6320,32:04.8
3,93706,44839,4,5,2,1,9286,32:38.4
11,107819,22713,4,5,2,1,1926,33:12.0
3,73847,37880,1,4,2,1,13806,33:45.6
3,144524,36407,1,5,2,1,10938,34:19.2
